lab       NUDT16L1  MDM1      TRIM27    ENPP4     AKR1B10   SDPR      AKR1C3    C17orf104 ICAM1     MBP       PALM      CRYAB     KRT14     NES       ARHGEF6   C1orf144  GSTM3     RECQL4    EGFL7     ZNF185    CTSZ      CLEC3B    APBB1IP
   514.883   595.362  1703.900   742.789  2540.510  3048.570  8318.420   633.753   603.743  1181.390  4525.910  3011.730  7971.570  1380.730   682.442  4043.870  1788.860  2756.600  1025.850  2879.620 21662.200   149.318   568.528  2978.770
   530.560   679.462  1864.270   846.564  2656.520  3309.670  8846.810   738.408   675.896  1363.060  4232.200  3189.530  8921.690  1447.610   691.374  3449.650  1912.660  3111.930  1216.320  3054.690 23905.800   141.385   602.235  3291.860
INTS12    TBPL1     SMTN      SOX13     USP7      GOT2      AKR1A1    PAF1      CASKIN2   ACAA1     PPOX      FAM172A   EHMT1     STBD1     CLCC1     HEATR2    WLS       TOMM40    SACM1L    QSOX1     DPH5      PHF3      VPS11     SLC16A7
   735.713   534.612  5132.190    98.319 17656.500 11583.100  7791.600  7691.770   957.658  3228.100   836.636  1692.730  5623.420  2053.160  5130.820  3467.210  2576.770  6823.700  7449.400  1599.870  1395.020  5339.450  3130.040   496.777
   675.232   610.712  5824.000    83.052 18840.000 13465.300  9272.930  8352.090  1263.050  4216.780  1317.500  1920.590  5946.100  2388.490  6103.370  4659.850  2683.000  8038.770  8211.730  2192.180  1787.350  5908.980  3369.820   467.769
   758.380   636.165  6247.460    99.958 20745.600 14515.600  9875.680  9171.990  1305.260  4270.150  1288.360  2058.460  6457.400  2546.530  6450.690  4697.990  2989.890  8503.850  8941.420  2236.030  1818.110  6453.010  3654.880   493.052
   915.651   722.837  6754.220   115.277 22568.500 15215.800 10380.800  9875.250  1331.360  4569.590  1269.430  2231.990  7280.900  2728.090  6890.950  4953.880  3257.000  9148.520  9660.500  2268.590  1963.030  6913.070  4068.870   653.210
PPIC      TMEM111   PTPN2     ARAF      CHD4      MADD      TTF2      FAM98A    KLHDC4    NDUFA3    APC2      MOV10     UTP18     PRMT1     TSPAN6    RAD21     CD3EAP    PSMC1     SMU1      ANKRD54   KIFC3     POLA1     C3        FBLN1
   897.260  4501.540  1116.570   694.523 10898.000   132.837   667.277  2954.380  1190.770  1168.640   460.778  7070.860  3108.110  9472.030   676.501  5834.110  4212.320 13317.600  2535.260   533.435   510.858  2899.360    79.928  3906.490
   906.194  4714.740  1362.890   975.044 13376.300   177.887   820.414  3690.770  1655.330  1954.510   501.643  7803.140  3924.930 10882.800   951.514  6686.370  4901.250 15938.000  2824.250   886.483   608.810  3410.190    82.901  4822.660
  1001.360  5344.550  1418.210   972.781 14132.300   165.856   836.969  3837.220  1603.700  1889.170   532.004  8466.870  4136.680 11621.500   937.238  7168.360  5233.470 17331.200  3070.370   852.994   627.949  3641.080    90.946  5096.090
  1142.020  5609.060  1529.630  1012.850 14738.100   203.755   932.696  4068.690  1783.230  1828.240   613.577  9238.110  4235.070 12610.600  1001.160  7740.260  5618.890 17507.400  3312.440   838.083   705.601  3874.910   103.040  5304.300
KHDRBS3   PRR14     SRGAP2    SLC9A7    ARHGAP22  EIF2A     BUB1B     RPRD2     C3orf58   FYTTD1    BYSL      SF3A3     RAB3B     ERLIN2    DCAF8     PKD2      OXA1L     PAK1IP1   PNPLA6    IKBKAP    MED7      PGM1      GTPBP4    DDX23
  4963.820   596.148  4477.160   793.251  3116.850  9936.470   967.873  6111.810   127.424  2153.540  3062.530  9539.170  2354.690  4525.820  1363.040  5719.010  1878.390  3016.620  4368.860  6323.810  1456.870 11105.100  6866.480  7819.610
  5548.500   666.526  5191.100   741.373  3489.660 11416.500  1117.160  6626.150   198.146  2505.400  3460.810 10983.000  3410.120  5047.640  1546.290  6286.750  1955.320  3439.180  5009.690  8206.080  2271.180 13828.000  7720.570  9255.020
  6008.820   738.073  5387.070   857.388  3886.920 12212.600  1224.570  7425.520   183.717  2608.400  3741.080 12140.600  3384.060  5506.510  1662.950  6928.590  2171.410  3668.830  5314.340  8315.590  2168.210 14567.000  8258.560  9763.570
  6516.390   766.443  6133.340   971.324  3986.120 13235.600  1260.670  7757.660   204.406  2945.890  4036.120 12330.200  3490.600  5910.380  1806.780  7393.620  2402.460  4034.280  5877.710  9025.320  2281.310 15194.100  9153.990 10618.900
SMARCC2   ZNF512B   SLC36A4   FIG4      TOMM5     CRYZL1    DOLPP1    CROT      SORD      HSPH1     PHF15     UBR5      SDC4      PKP4      CRYBG3    UBA1      ACSL1     IMMT      LRBA      LAMTOR2   TK1       MPZL1     PHF21A    TMPO
 12287.500  2028.840   160.174   349.012  4076.970  1989.670    76.383   482.387  1367.440 24169.900   185.118  4996.560  1014.980  1095.980   413.449 27202.100  7474.120 17850.000 10196.500  2579.550  1115.240  3115.590   886.928 11285.900
 15110.300  2321.190   176.360   425.954  4639.430  2561.810    78.430   572.070  1482.000 26623.800   313.446  6186.240   951.000  1214.860   400.293 32599.800  7525.750 19803.000 12785.000  3399.110  1454.970  3362.560   964.171 13539.700
 16199.200  2446.970   188.260   451.922  5310.860  2645.160    86.160   632.949  1589.800 29804.400   295.756  6334.000  1102.230  1310.050   458.563 34723.800  8472.340 21631.600 13253.700  3384.770  1464.670  3733.190  1033.150 14375.700
 16507.900  2747.010   213.648   473.642  5100.260  2791.400    98.795   626.948  1814.900 30887.600   299.971  7028.180  1247.020  1451.500   513.898 36745.000  9454.830 23370.200 14213.900  3761.270  1607.600  4011.380  1179.930 15307.700
NCOA4     PSME3     SEC31A    GDI1      NEDD4L    HLTF      HAT1      DNAJC8    AP1M1     PPP1R9A   DHX29     AHNAK2    GALNS     EIF3D     MYO5A     NUDT21    MRFAP1    PHACTR2   DSG2      PTDSS1    CCDC101   TICAM1    YLPM1     MRPL23
   994.170  9576.450 13757.400 16435.100  3234.380  3340.310  2484.250  6267.300  5989.400  2523.060  5413.710119933.000  1914.290 12812.900  3044.320  5102.210  1467.720  1315.630 12739.500   386.555   918.794   499.550 22746.000   895.838
  1413.400 10897.100 16582.000 18634.600  4443.130  3697.470  3009.870  6856.670  7861.430  3127.950  6563.680134100.000  1957.830 15690.400  3772.430  6679.830  1477.770  1281.690 13921.100   366.771  1264.290   829.410 27365.600  1122.640
  1397.850 11595.800 17966.200 19943.800  4562.050  4033.700  3216.620  7247.560  8148.950  3243.360  6765.360146617.000  2157.920 16634.800  3942.260  6893.260  1651.890  1462.620 15197.600   423.298  1311.690   779.015 29147.300  1153.390
  1480.970 12885.800 18314.300 21993.900  4619.590  4383.090  3354.140  8449.010  8417.620  3516.580  7562.500157313.000  2475.770 17476.100  4216.070  7208.060  1873.580  1646.730 16720.200   478.765  1302.660   812.487 30867.400  1263.990
G3BP2     MAP3K4    HSBP1     RPL32     YES1      ATP5A1    RAB12     ACTN1     VRK3      HIST1H2AB NUB1      FLOT2     POGZ      RDX       PTPLAD1   KRT8      ANKZF1    MVK       DDX41     CDK4      FAM82A1   TUSC3     SSH3      ATP1A1
  9431.860   426.219   728.456  9697.980  3115.190 21898.800  1595.710   928.249   176.040  9171.930  2249.700  9434.780  1821.550  4595.480  2919.890 42471.100   960.551  2166.990  3935.910  2770.660   510.885  1967.680   844.150 27124.000
 10486.300   474.005   779.503 10341.800  3801.580 25189.400  1712.960   843.492   176.933 10448.600  3125.940  9684.690  2158.110  5699.780  3823.950 39892.400  1035.140  2782.420  4735.460  3745.480   525.803  2328.200  1067.710 30454.100
 11272.900   536.383   837.649 11681.300  4009.810 27405.900  1981.030  1019.630   202.839 10745.100  3098.370 10881.100  2229.900  5916.550  3989.100 45474.300  1117.280  2874.230  4939.840  3819.610   567.156  2535.580  1121.080 33136.500
 12581.700   541.801   968.706 12329.300  4277.990 29017.400  1984.000  1103.910   220.228 12775.100  3345.970 12040.500  2541.380  6427.950  4098.110 53321.200  1276.570  3062.660  5462.250  3998.570   676.733  2621.170  1173.960 35983.000
PI4KA     TJP1      SNTB1     PDSS1     HLA-B     CTNNB1    SUPT7L    BBS4      DMXL1     MAEA      C20orf7   SOAT1     ALKBH6    MRPL33    SF3B1     TFAM      RBM22     TWF1      C3orf19   RALY      FOXC2     ENDOG     CTPS2     SLC30A1
  2712.010 15526.100  1893.990    86.513  3049.630  8222.120  1566.700   217.061   322.794  1005.180  1468.890  2277.210   148.755  1615.470 21607.700  3734.410  3811.170  7943.470    87.844  8897.600  3253.740  2023.630  1034.140  2399.660
  3040.950 18555.600  2442.210   141.839  3544.580  9418.480  1821.020   309.354   551.451  1226.240  1947.600  2609.180   159.982  1572.430 25274.100  4035.870  4148.750  8459.750   256.359  9564.390  3562.090  2135.030  1497.830  2618.200
  3289.280 20108.900  2514.090   136.231  3884.930 10376.400  1952.180   303.459   521.702  1266.350  2004.060  2775.470   158.544  1902.860 27094.300  4523.360  4573.090  9595.230   223.413 10322.700  4000.130  2388.560  1475.460  2855.320
  3617.780 20819.000  2693.210   137.995  4035.960 10815.600  2117.630   328.970   528.659  1415.020  2101.710  3097.000   212.500  1928.440 29277.100  4820.070  4998.730 10131.200   190.528 11881.100  4197.150  2613.020  1570.030  3181.410
ARHGEF11  BRD2      ARPC2     ATAD3A    GPD2      CKLF      TFB1M     CLP1      TMEM65    RPLP2     RUVBL2    PCCB      ANAPC4    MPG       RASA3     BAZ1B     TUBGCP5   PTRF      FXR1      TAF7      HS2ST1    LNP       DHX16     CHMP7
  1203.360  2138.570 14775.900  3934.170 10714.800   711.660  2707.610   890.371   962.194 13202.500 12370.000  2620.350  1210.250  1845.670  3637.350  7942.470   617.586 13732.200  9506.430  3044.450  2527.100  4366.620  1754.860  1376.900
  1352.150  2679.550 17145.400  4583.280 11952.800   771.314  3275.630   978.746  1159.500  9663.810 13929.700  3489.040  1544.840  2128.940  4687.750  9303.900   753.427 14659.000 10685.300  3506.620  3203.780  5507.500  2160.510  1492.520
  1437.880  2765.080 18271.400  4777.090 12988.400   830.478  3518.350  1061.970  1261.490 11764.100 15271.200  3661.140  1616.940  2300.710  4795.420 10038.700   801.043 16442.700 11567.200  3732.950  3445.110  5626.760  2167.710  1654.260
  1637.180  3032.620 20141.100  5473.990 14294.300   954.551  3684.540  1188.220  1292.950 15769.600 16402.900  3696.980  1701.340  2486.390  5234.620 10741.700   850.931 17770.400 12768.700  4163.560  3463.510  6277.620  2553.390  1805.970
MCM4      SNX24     CNOT3     FOSL2     C11orf83  YIPF4     EXOC3     ADAM15    CDC27     DNASE2    YKT6      MTIF2     WIPI1     RARS      COPS2     IMPA1     TBC1D5    RDH11     SUSD5     USP28     WTAP      SARS2     NDUFC1    SMPDL3A
 10963.100   558.568  3471.740  2530.250   250.970   703.629  4768.740  1499.680  2588.400  3493.200  3741.470  1171.280   139.190  1005.300  5740.430  4043.500  5918.420  3081.030  2310.570  1018.010  4432.990  3726.970  1665.270   948.091
 11839.100   713.691  4097.690  2785.790   224.918   650.864  5818.490  1763.440  2874.500  4264.550  4090.390  1208.520   141.310  1611.640  7721.700  4656.090  7352.560  4057.220  2595.880  1207.640  5003.690  4688.920  2185.960   968.237
 13276.500   759.899  4282.880  2955.520   269.408   727.663  6186.330  1949.790  3174.950  4533.980  4464.970  1332.260   159.317  1508.320  7909.310  4966.130  7644.760  4276.090  2838.730  1298.260  5451.220  4855.230  2341.990  1089.940
 14220.700   774.715  4847.880  3457.500   304.706   906.608  6588.050  1987.750  3417.430  4829.410  4989.920  1541.280   179.383  1652.110  8351.480  5542.570  8388.550  4348.000  3089.850  1391.740  5955.250  5317.870  2314.360  1227.270
RTN4IP1   TAX1BP1   HBS1L     PMS2      CARD6     PDP1      ZGPAT     COMMD7    DDB1      PACS1     RAB8A     RIC8A     ARMC6     LEMD2     MPV17     MLX       GNPTG     DMD       GK        CD9       ALAD      ZNF318    DNASE1L1  TIMM23
  1085.790  4217.480  3856.340  1215.900    53.112  2777.270  1769.880   877.061 19295.400  2280.160  4743.410  3506.210  1259.410  3653.960   951.387   193.309   448.775  2358.240  1229.910  1990.970  1258.170  2477.450   344.431  1805.950
  1349.530  5835.230  5146.420  1253.880    60.610  3526.280  2141.050   949.907 22265.900  2475.110  5270.710  4832.990  1853.370  4276.500   961.632   210.978   529.770  2386.600  1294.120  2584.270  2021.560  3419.800   501.988  1965.280
  1435.700  6057.900  5259.980  1411.100    60.401  3762.900  2288.730  1027.770 24740.900  2776.550  5860.920  4956.030  1849.710  4570.280  1111.360   219.017   588.330  2703.120  1452.630  2712.930  1964.860  3449.670   513.659  2218.620
  1509.080  6098.460  5627.400  1576.390    77.167  3863.120  2442.860  1182.680 25561.200  2978.960  6260.030  5138.670  1918.690  5030.710  1204.920   270.508   596.567  3042.660  1604.030  2827.990  2007.420  3693.040   511.610  2349.560
SART3     DDX20     USO1      CD2BP2    TAF13     CCDC130   TCF20     VPS45     LYRM2     SSR1      CUX1      VPRBP     PRKACA    CENPB     VAPB      SMG7      NOTCH1    WDR82     MRPL30    C1QTNF5   SLC14A1   MAP4K4    ITGA6     SEC11A
  6397.420  3252.920 14570.200  5849.230   184.528   364.550  4139.130  1882.140   750.239  4459.880  6208.250  1456.400  1863.660   753.986  7054.370   700.412   683.188  3746.970   929.052   611.035   366.561  6111.950  7334.950  3738.100
  8977.050  3908.720 17724.400  6938.580   244.101   373.931  4254.850  2252.710   928.805  5078.490  7345.300  1622.230  2571.140   936.274  8337.160   928.038   774.104  4709.100   906.261   655.593   471.872  6636.860  9340.880  4375.730
  9094.290  4242.420 18789.500  7432.760   256.118   413.668  4749.840  2617.530   979.732  5433.850  7987.520  1763.370  2584.670   924.693  8899.000   953.393   827.323  4963.160  1024.740   787.093   515.615  7354.010  9610.160  4828.130
  9533.590  4435.610 20347.000  8065.500   263.383   481.464  5426.510  2396.550  1056.400  6136.990  8454.240  1971.340  2795.380  1126.760  9783.200  1023.500   941.850  5303.470  1203.930   751.017   502.525  8131.550 10649.200  5029.390
ANKRD50   GIT2      OSCP1     SPCS2     TIMM50    HELLS     DCAF6     MOGS      TYW3      KIF22     PRSS23    CIRBP     NOL6      GOLGA1    NDUFV3    EIF3H     RAB6A     FAM203B   RAB5C     MED9      PMM1      ARL1      RABGEF1   CLOCK
   166.901  3058.510   556.080  2269.320  1729.400  2428.870  1733.430  5646.180   219.623  1460.950  2723.820  4824.450  1671.810  4954.520   449.807  6272.750   675.275  2311.530  2335.840   486.156  1077.120  2664.300  4911.200   141.717
   226.260  4055.390   533.129  2334.530  1726.120  3068.400  2091.730  7043.890   358.618  1588.740  2968.510  5374.250  2182.610  5673.230   516.669  6934.880   739.743  3311.650  3044.020   627.152  1575.940  3127.320  5447.560   144.519
   229.501  4168.050   626.550  2614.440  1950.940  3117.900  2224.810  7599.450   349.383  1757.200  3338.700  6043.670  2298.020  6142.840   535.703  7482.490   818.972  3420.260  3160.680   642.534  1595.350  3393.200  5847.010   151.480
   248.233  4477.740   697.490  2982.380  2250.010  3565.320  2426.320  7831.340   353.847  1952.060  3584.830  6361.370  2391.480  6788.710   640.356  8589.660   903.091  3423.400  3387.860   712.654  1634.740  3658.090  6765.640   197.102
LGALS3BP  ITGA5     INTS8     SOS1      SLC11A2   ZNHIT2    C3orf63   UBE3A     JPH2      AGL       COPG      SUOX      PTCD2     EDC3      ZNF638    ATP6V0D1  SFSWAP    MED26     SAP30     POLR1A    RPL8      CKAP2     ZNF574    DLG5
  2244.840 10943.100   860.545  1033.240   288.201   371.024  3216.600  3771.780   116.520  2920.140 11010.100  3311.870   745.850  3728.220  9344.880  2882.030  3748.550   175.997   703.806  5677.520  9186.260  1148.300   354.832  8399.450
  2321.960 11765.000  1189.890  1238.870   238.692   544.838  3430.730  5366.930   244.840  3068.230 12337.600  3500.760  1100.170  5355.220 10734.700  3705.440  4088.220   171.974  1213.640  6691.360 10738.700  1249.980   429.423 10201.000
  2619.810 13002.700  1253.200  1342.060   302.448   528.809  3901.430  5457.090   253.214  3435.040 13528.800  3961.900  1104.680  5471.390 11655.900  3952.590  4529.590   198.128  1135.440  7700.820 11860.600  1398.910   453.677 10893.900
  2941.870 14657.300  1244.370  1426.050   339.524   587.138  4199.010  5679.590   187.304  3866.470 14943.500  4346.350  1146.950  5613.460 12848.600  4087.160  5034.950   226.752  1206.410  7406.360 12478.500  1530.870   504.425 11830.000
CD2AP     FTSJD1    SH3RF1    ATP11A    GBAS      GOLGA2    TFAP4     FADS2     INPP5B    NDUFB8    IDH3B     MED15     LIG4      PDE4DIP   CDC42BPB  C19orf52  ACTB      NRD1      NRAS      CD46      TP53BP1   C5orf35   DNAJC16   CWC22
 10313.600   290.246  4531.990   746.341  2453.450  9745.260   450.426  3816.070  1219.530  1456.640  6146.900  2947.750   716.832   173.642  6072.640   920.573   144.161  7847.480  3250.820  2362.060 20485.700   142.547  2666.570  2332.120
 12323.600   295.210  5373.320   718.330  2953.320 12453.300   615.789  4087.000  1822.930  1859.650  7441.150  3838.840  1024.810   179.372  7301.810  1139.330   154.392  9121.080  3712.310  2792.480 26645.200   200.449  2946.520  2607.330
 13187.200   340.364  5825.560   829.880  3183.660 13097.300   640.002  4491.480  1803.640  1909.760  8043.560  4016.420  1024.770   181.519  7923.110  1201.020   164.092  9787.410  4120.090  3040.720 28432.000   205.401  3264.220  2865.020
 14469.200   375.047  6279.820   960.225  3424.840 14036.000   663.289  5170.540  1915.980  2144.900  8571.090  4282.230  1105.070   250.233  8435.080  1319.190   201.215 10977.700  4401.280  3268.430 29260.700   214.473  3608.020  3182.590
